id,pop,tot_germ,seed1,awn1,seed2,awn2,seed3,awn3,seed4,awn4,seed5,awn5,avg_seed,avg_awn,awn_seed,awn_seed1,awn_seed2,awn_seed3,awn_seed4,awn_seed5,avg_awn_seed
191,19,1,10.71,4.98,11.28,6.82,10.51,6.3,11.55,6.26,12.08,6.67,11.226,6.206,0.552823802,0.464985994,0.604609929,0.599429115,0.541991342,0.552152318,0.6631985
196,19,1,11.43,7.29,12.24,7.35,9.85,5.7,12.71,7.21,11.36,5.87,11.518,6.684,0.580309081,0.637795276,0.600490196,0.578680203,0.567269866,0.516725352,0.696253995
272,19,1,11.83,7.01,11.41,7.03,12.32,7.11,11.63,6.43,11.98,7.3,11.834,6.976,0.589487916,0.592561285,0.616126205,0.57711039,0.552880482,0.609348915,0.707503038
273,19,1,16.49,10.85,15.02,10,16.97,11.97,15.32,10.37,15.33,9.37,15.826,10.512,0.66422343,0.65797453,0.665778961,0.705362404,0.67689295,0.61121983,0.796290421
44,20,1,13.46,7.79,11.97,6.67,9.72,5.47,11.16,8,11.35,6.72,11.532,6.93,0.600936524,0.578751857,0.557226399,0.562757202,0.716845878,0.592070485,0.721717669
87,20,1,17.28,12.04,17.44,11.91,15.97,10.08,17.35,12.02,12.9,7.79,16.188,10.768,0.665184087,0.696759259,0.682912844,0.631183469,0.692795389,0.603875969,0.794542203
89,20,0.857142857,13.09,7.99,14.88,9.98,12.22,7.09,13.38,8.69,12.99,8.17,13.312,8.384,0.629807692,0.61038961,0.670698925,0.580196399,0.649476831,0.628945343,0.75390296
137,20,0.857142857,15.66,11.25,12.99,7.5,12.49,8.51,14.66,8.95,12.53,7.88,13.666,8.818,0.645250988,0.718390805,0.577367206,0.681345076,0.610504775,0.628890662,0.772349902
193,20,0.857142857,9.66,5.78,8.13,4.35,11.73,6.05,10.96,6.16,7.47,3.04,9.59,5.076,0.529301356,0.598343685,0.535055351,0.515771526,0.562043796,0.406961178,0.629495378
204,20,0.857142857,14.05,8.56,13.69,8.4,13.51,8.74,13.79,8.31,12.59,6.36,13.526,8.074,0.596924442,0.609252669,0.61358656,0.646928201,0.602610587,0.505162828,0.714893057
234,20,1,11.88,7.08,9.87,6.11,11.11,7.12,12.52,7.57,11.04,5.88,11.284,6.752,0.598369373,0.595959596,0.619047619,0.640864086,0.604632588,0.532608696,0.718296391
255,20,1,13.49,8.19,13.78,8.07,14.27,8.58,14.58,8.88,14.79,10.09,14.182,8.762,0.617825412,0.607116383,0.58563135,0.601261388,0.609053498,0.682217715,0.740621149
284,20,1,8.72,4.92,9.36,5.63,8.98,5.04,9.78,5.09,8.95,4.56,9.158,5.048,0.551212055,0.564220183,0.601495726,0.561247216,0.520449898,0.509497207,0.661624457
289,20,0.857142857,14.89,8.81,13.53,8.34,12.63,7.48,13.6,8.31,13.44,8.02,13.618,8.192,0.601556763,0.591672263,0.616407982,0.592240697,0.611029412,0.59672619,0.721926662
10,23,1,9.14,5.58,9.04,4.83,10.27,5.51,10.28,4.38,10.5,5.83,9.846,5.226,0.530773918,0.610503282,0.534292035,0.536514119,0.426070039,0.555238095,0.638678298
90,23,0.714285714,11.75,6.9,12.84,8.27,12.63,7.91,12.05,7.63,12.63,7.5,12.38,7.642,0.617285945,0.587234043,0.644080997,0.626286619,0.633195021,0.593824228,0.74038137
100,23,0.857142857,10.47,6.24,10.26,5.46,11.38,6.73,11.47,6.67,10.49,5.56,10.814,6.132,0.567042722,0.595988539,0.532163743,0.591388401,0.581517001,0.530028599,0.679625801
109,23,1,13.17,8.56,14.02,8.64,12.61,7.53,13.05,8.09,15.05,9.05,13.58,8.374,0.616642121,0.649962035,0.616262482,0.597145123,0.619923372,0.601328904,0.740252807
117,23,1,12.03,6.99,9.75,4.62,11.55,5.64,10.11,4.9,8.43,4.36,10.374,5.302,0.511085406,0.581047382,0.473846154,0.488311688,0.484668645,0.517200474,0.61123195
118,23,1,14.34,8.76,13.91,8.44,14.46,9.41,15.28,10.22,12.64,7.38,14.126,8.842,0.625937987,0.610878661,0.606757728,0.650760719,0.668848168,0.583860759,0.749408804
129,23,1,13.9,8.54,15.17,10.14,14.27,9.07,10.9,5.83,14.59,9.9,13.766,8.696,0.631701293,0.614388489,0.668424522,0.635599159,0.534862385,0.67854695,0.75270456
208,23,1,12.93,8.09,13.28,7.87,10.92,5.52,11.93,7.18,14.87,9.45,12.786,7.622,0.596120757,0.625676721,0.592620482,0.505494505,0.601844091,0.635507734,0.711452858
221,23,1,13.9,9.28,12.4,7.6,11.65,6.06,10.33,5.58,14.23,9.7,12.502,7.644,0.611422172,0.667625899,0.612903226,0.520171674,0.54017425,0.681658468,0.726791138
224,23,1,10.43,5.97,11.12,5.97,11.83,7.74,13.06,7.64,11.49,6.14,11.586,6.692,0.577593648,0.572387344,0.536870504,0.654268808,0.584992343,0.53437772,0.692098073
81,25,1,10.41,5.37,8.69,4.28,9.27,4.57,8.75,4.25,9.12,4.67,9.248,4.628,0.500432526,0.515850144,0.492520138,0.492988134,0.485714286,0.512061404,0.599913326
94,25,0.857142857,12.89,7.74,10.01,5.06,9.42,6.36,10.75,5.77,10.12,4.76,10.638,5.938,0.558187629,0.600465477,0.505494505,0.675159236,0.536744186,0.470355731,0.669281353
138,25,1,12.58,7.79,13.08,7.8,11.56,5.81,12.26,7.06,13.26,7.58,12.548,7.208,0.574434173,0.619236884,0.596330275,0.502595156,0.575856444,0.571644042,0.688019395
156,25,0.571428571,13.03,7.47,12.7,7.47,11.97,6.16,13.5,8.38,12.38,7.71,12.716,7.438,0.584932369,0.573292402,0.588188976,0.514619883,0.620740741,0.622778675,0.700910609
217,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,25,1,8.24,3.91,7.98,3.2,8.34,4.45,7.42,3.02,8.4,4.22,8.076,3.76,0.465577018,0.474514563,0.401002506,0.533573141,0.407008086,0.502380952,0.556811254
247,25,0.857142857,11.45,6.72,12.96,8.01,11.55,6.52,12.85,7.83,11.19,5.97,12,7.01,0.584166667,0.586899563,0.618055556,0.564502165,0.609338521,0.533512064,0.699294907
259,25,0.857142857,12.52,7.02,12.8,8.1,12.19,7.11,12.96,7.5,12.87,7.48,12.668,7.442,0.587464477,0.560702875,0.6328125,0.583264971,0.578703704,0.581196581,0.704829022
270,25,1,10.79,6.31,10.96,5.66,10.33,5.68,11.43,6.98,10.17,5.08,10.736,5.942,0.553464978,0.584800741,0.516423358,0.549854792,0.610673666,0.499508358,0.662945178
287,25,1,8.84,4.44,9.3,4.17,9.31,4.58,9.57,5.1,9.31,4.81,9.266,4.62,0.498597021,0.502262443,0.448387097,0.491944146,0.532915361,0.516648765,0.598150967
8,26,1,15.79,9.96,15.67,8.86,15.75,10.06,15.29,8.81,15.15,9.65,15.53,9.468,0.609658725,0.630778974,0.565411615,0.638730159,0.576193591,0.636963696,0.731547352
47,26,1,10.42,4.53,9.3,4.31,8.75,3.46,10.21,5.49,8.34,3.63,9.404,4.284,0.455550829,0.434740883,0.46344086,0.395428571,0.537708129,0.435251799,0.544424214
80,26,0.857142857,11.59,6.2,16.12,10.28,12.95,7.16,13.12,7.62,16.25,11.62,14.006,8.576,0.61230901,0.534943917,0.637717122,0.552895753,0.580792683,0.715076923,0.726747082
102,26,1,12.09,6.14,8.54,4.11,13.22,6.62,11.8,6.16,9.9,5.04,11.11,5.614,0.505310531,0.507857734,0.481264637,0.50075643,0.522033898,0.509090909,0.605262828
121,26,1,10.72,4.84,14.9,8.59,10.55,4.56,16.01,9.27,13.19,7.05,13.074,6.862,0.524858498,0.451492537,0.576510067,0.432227488,0.579013117,0.53449583,0.619719507
167,26,1,13.38,7.27,14.26,8.49,13.27,7.45,12.73,6.18,12.42,6.47,13.212,7.172,0.542839843,0.543348281,0.595371669,0.561416729,0.4854674,0.520933977,0.64987558
188,26,1,15.71,10.13,11.72,5.86,13.5,7.33,15.38,9.23,12.66,7.07,13.794,7.924,0.574452661,0.644812222,0.5,0.542962963,0.600130039,0.558451817,0.68416194
203,26,0.714285714,12.67,6.7,13.12,7.32,13.28,7.68,13.75,8.64,11.52,7.25,12.868,7.518,0.584239975,0.528808208,0.557926829,0.578313253,0.628363636,0.629340278,0.701398436
207,26,1,16.2,10.21,12.78,6.52,16.97,9.7,16.1,10.11,13.37,7.69,15.084,8.846,0.586449218,0.630246914,0.510172144,0.571596936,0.627950311,0.575168287,0.700316762
229,26,0.857142857,15.15,9.05,14.34,8.35,14.65,9.19,15.23,9.56,14.07,7.73,14.688,8.776,0.597494553,0.597359736,0.582287308,0.627303754,0.62770847,0.549395878,0.71630994
38,27,1,14.23,8.04,14.44,8.91,14.65,9,13.16,7.09,14.47,8.6,14.19,8.328,0.586892178,0.565003514,0.617036011,0.614334471,0.538753799,0.594333103,0.703270615
40,27,0.857142857,13.8,7.57,10.79,4.8,14,7.89,13.73,6.82,13.37,6.42,13.138,6.7,0.509971076,0.548550725,0.444856348,0.563571429,0.496722505,0.480179506,0.608770318
49,27,0.857142857,14.53,8.83,12.65,6.97,16.48,10.64,17,10.97,13.53,9.01,14.838,9.284,0.625690794,0.60770819,0.550988142,0.645631068,0.645294118,0.665927568,0.748247976
57,27,1,10.47,6.25,10.62,6.72,12.14,8.33,12.55,7.09,9.29,5.25,11.014,6.728,0.610858907,0.596943649,0.632768362,0.68616145,0.564940239,0.565123789,0.731359279
91,27,1,12.35,7.19,13.14,7.89,12.29,6.04,12.03,6.69,10.52,5.84,12.066,6.73,0.557765622,0.582186235,0.600456621,0.491456469,0.556109726,0.55513308,0.66862155
93,27,0.857142857,12.25,6.27,10.38,5.09,12.73,6.91,14.63,9.48,16.39,9.77,13.276,7.504,0.565230491,0.511836735,0.490366089,0.542812255,0.647983595,0.59609518,0.670864869
147,27,0.857142857,15.44,9.64,18,11.19,15.07,8.13,15.67,8.48,15.5,8.75,15.936,9.238,0.579693775,0.624352332,0.621666667,0.539482415,0.541161455,0.564516129,0.694174555
176,27,1,19.99,13.45,15.29,9.53,14.5,8.89,15.62,9.12,14.68,8.78,16.016,9.954,0.621503497,0.672836418,0.623283192,0.613103448,0.583866837,0.598092643,0.742537207
222,27,0.857142857,12.32,7.2,11.65,5.45,12.23,6.28,13.07,8.25,12.98,6.79,12.45,6.794,0.545702811,0.584415584,0.467811159,0.513491415,0.631216526,0.523112481,0.653149995
261,27,1,11.79,5.43,12.72,6.08,8.46,4.36,8.95,4.03,12.66,7.68,10.916,5.516,0.505313302,0.460559796,0.477987421,0.51536643,0.45027933,0.606635071,0.60322827
6,29,0.714285714,12.06,6.8,10.71,6.15,11.31,6.48,13.04,7.8,12.27,7.01,11.878,6.848,0.576528035,0.56384743,0.574229692,0.572944297,0.598159509,0.571312143,0.691404221
75,29,1,12.32,7.85,12.13,8.13,11.11,6.11,10.61,6.32,13.21,7.62,11.876,7.206,0.606769956,0.637175325,0.670239077,0.549954995,0.595664467,0.576835731,0.72732791
78,29,0.428571429,12.75,7.69,12.58,8.18,14.27,7.81,12.94,8.33,13.31,7.59,13.17,7.92,0.601366743,0.603137255,0.650238474,0.547302032,0.64374034,0.570247934,0.723206555
96,29,1,13.62,8.34,13.21,8.99,11.44,6.67,11.98,7.97,12.37,7.28,12.524,7.85,0.626796551,0.612334802,0.680545042,0.583041958,0.665275459,0.588520614,0.751302885
145,29,0.714285714,14.71,8.22,11.77,6.54,11.64,7.25,10.89,5.47,15.17,7.97,12.836,7.09,0.552352758,0.558803535,0.555649958,0.622852234,0.502295684,0.525379038,0.663466641
182,29,1,12.02,6.95,15.55,9.4,14.19,8.47,12.16,8.98,15.44,9.45,13.872,8.65,0.623558247,0.578202995,0.604501608,0.596899225,0.738486842,0.612046632,0.75073911
184,29,0.714285714,15.91,10.26,16.33,11.58,15.64,9.79,14.49,8.77,14.77,7.73,15.428,9.626,0.623930516,0.644877436,0.709124311,0.625959079,0.605244997,0.523358158,0.746498899
242,29,1,14.96,8.61,15.45,8.52,14.86,8.92,15.09,8.2,11.65,6.87,14.402,8.224,0.571031801,0.575534759,0.551456311,0.600269179,0.543406229,0.589699571,0.68627957
250,29,1,14.59,8.85,13.82,8.23,13.56,7.82,14.07,8.27,12.05,5.8,13.618,7.794,0.572330739,0.606579849,0.595513748,0.576696165,0.587775409,0.481327801,0.684044742
297,29,0.857142857,9.91,4.97,10.27,5.57,9.49,5.46,10.6,5.9,9.83,5.15,10.02,5.41,0.53992016,0.501513623,0.542356378,0.575342466,0.556603774,0.523906409,0.647928562
